imdb_id,budget,genres,production_countries,revenue,runtime,spoken_languages,vote_average,vote_count
tt0114885,-0.3481230873602832,Comedy,-0.4497006498010294,0.03919731146662587,0.7150739259787537,-0.5467521255157936,-0.1855726159048091,-0.5285304536576121
tt0113277,0.9269932658806462,Action,-0.4497006498010294,0.8105800807641904,2.718787088357517,0.5406557109707233,1.5701056980467691,1.137453498026367
tt0114576,0.20249533790284543,Action,-0.4497006498010294,-0.08527519522293087,-0.26348366495040965,-0.5467521255157936,-0.8439519836366504,-0.4025921419752379
tt0112346,0.9849531001188702,Comedy,-0.4497006498010294,0.23154207465857057,-0.26348366495040965,-0.5467521255157936,0.2533469625830857,-0.38010315774624254
tt0112760,2.0282301164069034,Action,3.478838103717194,-0.48072320377955025,0.34229008181526294,0.5406557109707233,-0.624492194392703,-0.4358758386341511
tt0112641,0.69515392892775,Drama,0.8598122680383783,0.2914630187128316,3.091570932521008,-0.5467521255157936,1.6798355926687425,0.6489927605725868
tt0114388,-0.33363312880072715,Drama,0.8598122680383783,0.4289318580997413,1.134455750662681,-0.5467521255157936,1.0214562249369012,-0.2316758618348729
tt0113845,0.9269932658806462,Action,-0.4497006498010294,-0.29575530267014705,-0.40327760651171873,-0.5467521255157936,-0.9536818782586236,-0.3576141735172471
tt0113161,0.06484073158706327,Comedy,-0.4497006498010294,0.28410650661473363,-0.31008164547084605,-0.5467521255157936,0.14361706796111248,-0.28474986461530205
tt0112401,0.6371940946895259,Action,0.8598122680383783,-0.3330784623897247,0.9480638285809355,1.62806354745724,-0.2953025105267823,-0.2046890807600784
tt0113627,-0.7074740596372724,Drama,-0.4497006498010294,-0.19117496400016312,0.016104218172208452,-0.5467521255157936,0.911726330314927,-0.23077630246571307
tt0114011,-0.4640427558367313,Comedy,-0.4497006498010294,-0.35420774351938683,-0.5430715480730278,-0.5467521255157936,0.36307685720505894,-0.47725556961550264
tt0112818,-0.49302267295584334,Drama,0.8598122680383783,-0.267133428019232,0.48208402337657197,-0.5467521255157936,1.1311861195588744,-0.24426969300311033
tt0113855,-0.2901632531220591,Action,-0.4497006498010294,0.3357405745467725,-0.4964735675525914,-0.5467521255157936,-0.9536818782586236,-0.1525146373488091
tt0113347,-0.5220025900749554,Drama,-0.4497006498010294,-0.382053378348816,0.20249614025395388,-0.5467521255157936,0.2533469625830857,-0.5249322161809729
tt0114814,-0.6379222585514035,Drama,-0.4497006498010294,-0.3837460225126798,-0.26348366495040965,2.7154713839437568,2.009025276534663,2.4400154645697802
tt0113819,-0.3771030044793952,Comedy,-0.4497006498010294,-0.5048674995929552,-0.7760614506752096,-0.5467521255157936,0.47280675182703313,-0.42867936368087256
tt0113118,-0.7103720513491836,Comedy,-0.4497006498010294,-0.3482692890818973,-0.962453372756955,-0.5467521255157936,0.8019964356929538,-0.09764151583006032
tt0113010,0.6371940946895259,Action,-0.4497006498010294,-0.469680971787966,-0.962453372756955,0.5406557109707233,-2.3801705083442815,-0.5105392662744158
tt0115676,-0.3771030044793952,Comedy,-0.4497006498010294,-0.5387657263620355,-1.0090513532773913,-0.5467521255157936,-2.599630297588228,-0.5447225223024889
tt0114660,-0.5799624243131795,Drama,-0.4497006498010294,-0.5497759995618845,0.20249614025395388,-0.5467521255157936,0.47280675182703313,-0.48085380709214187
tt0118158,0.2894350892601815,Action,-0.4497006498010294,-0.4786658028845085,0.8082698870196264,2.7154713839437568,0.0338871733391383,-0.48175336646130174
tt0117002,0.5502543433321898,Drama,-0.4497006498010294,-0.46353139717924813,-0.3566796259912824,-0.5467521255157936,-0.624492194392703,-0.48984940078374006
tt0114825,-0.40608292159850723,Comedy,-0.4497006498010294,-0.40952243657055204,-0.5430715480730278,-0.5467521255157936,-1.9412509298563865,-0.4574652634939867
tt0115759,0.6371940946895259,Action,-0.4497006498010294,0.5400717915406849,-0.17028770390953696,-0.5467521255157936,-0.624492194392703,-0.1462177217646904
tt0115734,-0.6089423414322914,Comedy,-0.4497006498010294,-0.5495554467798411,-0.962453372756955,0.5406557109707233,0.5825366464490064,-0.3027410519984983
,-0.4640427558367313,Comedy,-0.4497006498010294,-0.2537307943449201,-0.9158553922365186,-0.5467521255157936,0.2533469625830857,0.1308465639365329
tt0112579,-0.11628375040738692,Drama,-0.4497006498010294,0.7711305077917406,1.0878577701422445,-0.5467521255157936,1.1311861195588744,-0.20199040265259896
tt0112573,1.2747522713099906,Action,-0.4497006498010294,0.9748005395257135,3.0449729520005713,2.7154713839437568,1.5701056980467691,2.5029846204109676
tt0114536,-0.0873038332882749,Comedy,-0.4497006498010294,-0.5079379090304891,0.0627021986926448,-0.5467521255157936,-1.2828715621245452,-0.5528185566249272
tt0103859,0.34739492349840556,Comedy,-0.4497006498010294,-0.04342650756086665,0.24909412077439022,0.5406557109707233,-0.9536818782586236,-0.43407671989583146
tt0116324,-0.6089423414322914,Comedy,-0.4497006498010294,-0.44662376253624725,-0.9158553922365186,-0.5467521255157936,0.0338871733391383,-0.499744553844498
tt0113451,0.6371940946895259,Action,-0.4497006498010294,-0.4819292969920364,-0.7760614506752096,-0.5467521255157936,-1.2828715621245452,-0.5186353005968541
tt0115685,0.0865756694263973,Comedy,-0.4497006498010294,0.7947406820177438,0.24909412077439022,0.5406557109707233,0.47280675182703313,-0.28654898335362167
tt0112442,-0.2611833360029471,Action,-0.4497006498010294,0.47556377466966876,0.2956921012948266,-0.5467521255157936,0.2533469625830857,0.9962226770682759
tt0112384,0.69515392892775,Drama,-0.4497006498010294,2.031878392588963,1.3208476727444263,-0.5467521255157936,1.1311861195588744,0.9134632151055727
tt0112462,2.0861899506451276,Action,0.8598122680383783,1.89571116615554,0.4354860428561356,-0.5467521255157936,-1.173141667502571,0.8163108032363126
tt0112541,-0.23220341888383506,Comedy,-0.4497006498010294,-0.5443520008827671,-1.3352372169204458,-0.5467521255157936,0.5825366464490064,-0.533927809872571
tt0109370,-0.49302267295584334,Action,0.8598122680383783,-0.5523354831918528,-0.962453372756955,-0.5467521255157936,-0.40503240514875555,-0.5078405881669363
tt0112715,0.6371940946895259,Action,-0.4497006498010294,-0.4808492776102124,-0.12368972338910061,0.5406557109707233,-1.3926014567465184,-0.36660976720884525
tt0112740,0.724133846046862,Action,-0.4497006498010294,0.5918714396394229,0.20249614025395388,-0.5467521255157936,0.8019964356929538,-0.1021393126758594
tt0112857,-0.02934399905005083,Drama,-0.4497006498010294,-0.436154845503391,-0.4498755870321551,-0.5467521255157936,0.0338871733391383,-0.47995424772298206
tt0112864,1.796390779454007,Action,-0.4497006498010294,2.1109473473632807,0.7616719064991901,1.62806354745724,0.6922665410709805,1.3245618468116087
tt0113071,0.7820936802850861,Action,-0.4497006498010294,0.3750759809040643,1.0412597896218083,0.5406557109707233,-0.40503240514875555,-0.2721560334470646
tt0113243,-0.23220341888383506,Action,-0.4497006498010294,-0.4985810720666793,-0.2168856844299733,2.7154713839437568,-0.07584272128283492,-0.19389436833016063
tt0113540,-0.7683318855874076,Drama,-0.4497006498010294,-0.49968381414214874,-0.962453372756955,-0.5467521255157936,0.5825366464490064,-0.3072388488442974
tt0113820,-0.3771030044793952,Action,0.8598122680383783,-0.07326732881215313,-0.9158553922365186,-0.5467521255157936,-1.173141667502571,-0.42148288872759404
tt0114095,-0.8074547736982088,Comedy,-0.4497006498010294,-0.5501937419464062,-0.8226594311956459,-0.5467521255157936,-0.5147622997707297,-0.5465216410408085
tt0114345,0.6371940946895259,Drama,-0.4497006498010294,-0.4780660242121049,1.0878577701422445,-0.5467521255157936,-0.8439519836366504,-0.4592643822323063
tt0114436,0.49229450909396577,Drama,0.8598122680383783,-0.4055139117736176,0.7616719064991901,-0.5467521255157936,-1.5023313513684917,-0.32433047685833394
tt0114478,-0.6089423414322914,Comedy,2.169325185877786,-0.4928625372035626,0.016104218172208452,-0.5467521255157936,1.0214562249369012,-0.455666144755667
tt0114781,0.9269932658806462,Action,-0.4497006498010294,0.2056648932421071,-0.5430715480730278,-0.5467521255157936,-0.7342220890146771,-0.3639110891013658
tt0114887,-0.23220341888383506,Drama,-0.4497006498010294,-0.18962828512171262,-0.40327760651171873,-0.5467521255157936,0.2533469625830857,-0.4079894981901968
tt0111579,-0.730657993332562,Drama,0.8598122680383783,-0.5345882078995807,1.0878577701422445,-0.5467521255157936,0.47280675182703313,-0.5276308942884523
tt0112471,-0.7393519684682957,Drama,2.169325185877786,-0.5133437120868922,-0.31008164547084605,1.62806354745724,1.5701056980467691,0.32605094704421295
